application_id,continent,applicant_country,visa_type,processing_center,application_date,biometrics_date,biometrics_delay_days,decision_date,processing_days,document_verification_delay,employer,employer_size,salary_usd,applicant_age,education_level,has_job_experience,full_time_flag,case_status,fraud_risk_score,sponsor_country
APP046229,North America,Mexico,J1,San Francisco Consulate,27-06-2020,05-07-2020,8,24-08-2020,58,1,InfoCorp,1000,24836,25,Master's,Y,N,Denied,0.299,Mexico
APP046230,South America,Colombia,H1B,San Francisco Consulate,30-10-2021,15-11-2021,16,24-02-2022,117,5,BuildIt,121,46169,39,Diploma,Y,N,Approved,0.125,Colombia
APP046231,Asia,UAE,L1,Dubai Consulate,19-08-2019,07-09-2019,19,06-11-2019,79,5,N/A,0,0,36,High School,Y,N,Approved,0.483,N/A
APP046232,North America,Mexico,Tourist,Chennai Consulate,14-12-2023,07-01-2024,24,27-02-2024,75,14,GlobalHire,984,15284,44,High School,Y,Y,Approved,0.162,Mexico
APP046233,Oceania,New Zealand,Business,Chicago Consulate,01-01-2022,26-01-2022,25,13-02-2022,43,20,MediHealth,313,36370,31,High School,N,Y,Approved,0.247,New Zealand
APP046234,South America,Colombia,Business,Sydney Consulate,26-02-2018,14-03-2018,16,16-04-2018,49,5,EduWorld,292,19145,27,Diploma,N,N,Denied,0.207,Colombia
APP046235,Europe,Germany,Business,Mumbai Consulate,25-06-2024,19-07-2024,24,27-07-2024,32,7,InfoCorp,862,22085,35,Master's,Y,Y,Approved,0.239,Germany
APP046236,Africa,Kenya,J1,Delhi Consulate,10-07-2021,31-07-2021,21,03-09-2021,55,10,TechSolutions,638,4007,25,Master's,Y,N,Denied,0.236,Kenya
APP046237,Asia,Bangladesh,B1/B2,San Francisco Consulate,05-03-2019,22-03-2019,17,08-03-2019,3,0,EduWorld,203,16512,43,Bachelor's,Y,Y,Approved,0.307,Bangladesh
APP046238,South America,Argentina,F1,Hyderabad Consulate,05-07-2020,08-07-2020,3,09-10-2020,96,15,N/A,0,0,19,Bachelor's,Y,N,Approved,0.132,N/A
APP046239,Asia,Japan,Student (Other),London Consulate,04-03-2023,20-03-2023,16,17-06-2023,105,22,EduWorld,106,9849,20,Master's,Y,Y,Approved,0.138,Japan
APP046240,South America,Argentina,F1,Chicago Consulate,27-08-2018,27-08-2018,0,25-12-2018,120,2,GlobalHire,4127,9458,21,High School,Y,N,Approved,0.147,Argentina
APP046241,Africa,South Africa,H1B,Bangalore Consulate,14-09-2019,05-10-2019,21,05-02-2020,144,0,MediHealth,370,27696,30,High School,N,Y,Approved,0.071,South Africa
APP046242,Europe,France,L1,Berlin Consulate,01-04-2018,29-04-2018,28,08-08-2018,129,0,BuildIt,134,11704,27,Bachelor's,Y,N,Approved,0.099,France
APP046243,Asia,Pakistan,F1,Chennai Consulate,14-06-2019,13-07-2019,29,12-09-2019,90,0,MediHealth,1238,8481,21,Bachelor's,Y,N,Approved,0.168,Pakistan
APP046244,Oceania,Australia,Tourist,Chicago Consulate,29-04-2025,22-05-2025,23,26-05-2025,27,6,BuildIt,824,25094,19,Bachelor's,N,Y,Approved,0.288,Australia
APP046245,South America,Colombia,F1,Berlin Consulate,08-01-2022,17-01-2022,9,08-04-2022,90,12,MediHealth,210,12506,19,High School,N,N,Approved,0.165,Colombia
APP046246,North America,Mexico,Student (Other),New York Consulate,02-05-2020,18-05-2020,16,30-07-2020,89,0,InfoCorp,521,12149,22,Bachelor's,Y,Y,Denied,0.175,Mexico
APP046247,South America,Argentina,Business,Chicago Consulate,30-11-2019,11-12-2019,11,17-12-2019,17,14,InfoCorp,121,34796,42,Master's,N,Y,Approved,0.226,Argentina
APP046248,Oceania,New Zealand,Business,Mumbai Consulate,24-02-2022,19-03-2022,23,15-04-2022,50,18,TechSolutions,718,24347,31,High School,Y,N,Approved,0.265,New Zealand
APP046249,South America,Brazil,F1,Tokyo Consulate,15-04-2021,28-04-2021,13,27-07-2021,103,15,GlobalHire,281,4564,24,PhD,Y,Y,Approved,0.13,Brazil
APP046250,South America,Brazil,H4,London Consulate,23-09-2023,01-10-2023,8,06-11-2023,44,3,InfoCorp,95,22384,41,Bachelor's,Y,N,Approved,0.209,Brazil
APP046251,Europe,Poland,H4,San Francisco Consulate,10-03-2020,28-03-2020,18,20-04-2020,41,1,GlobalHire,294,16688,35,Bachelor's,Y,Y,Approved,0.194,Poland
APP046252,South America,Argentina,H1B,Tokyo Consulate,31-03-2023,18-04-2023,18,22-08-2023,144,1,N/A,0,0,25,Master's,N,Y,Approved,0.071,N/A
APP046253,North America,Mexico,Tourist,Hyderabad Consulate,13-01-2023,26-01-2023,13,02-03-2023,48,3,InfoCorp,185,14859,49,Bachelor's,Y,N,Approved,0.185,Mexico
APP046254,South America,Chile,Business,Chicago Consulate,26-05-2024,02-06-2024,7,16-06-2024,21,2,MediHealth,1416,14783,36,Bachelor's,Y,Y,Approved,0.258,Chile
APP046255,Africa,Kenya,Business,New York Consulate,30-06-2024,25-07-2024,25,28-07-2024,28,2,InfoCorp,532,24799,30,Master's,Y,Y,Approved,0.366,Kenya
APP046256,Africa,Nigeria,Business,Chennai Consulate,18-08-2021,01-09-2021,14,15-09-2021,28,0,InfoCorp,118,30831,40,Bachelor's,Y,N,Denied,0.308,Nigeria
APP046257,Europe,France,L1,London Consulate,17-07-2019,07-08-2019,21,17-11-2019,123,12,EduWorld,261,71259,40,Bachelor's,Y,N,Approved,0.274,France
APP046258,South America,Argentina,Tourist,Sydney Consulate,01-10-2021,10-10-2021,9,28-10-2021,27,2,EduWorld,104,39471,27,Bachelor's,N,Y,Approved,0.236,Argentina
APP046259,Oceania,New Zealand,H4,Sydney Consulate,31-12-2022,21-01-2023,21,23-02-2023,54,2,FinServ,443,12722,32,Bachelor's,Y,N,Denied,0.18,New Zealand
APP046260,Europe,Germany,Work (Other),Tokyo Consulate,22-01-2025,31-01-2025,9,29-03-2025,66,2,BuildIt,360,75573,27,Bachelor's,Y,Y,Approved,0.243,Germany
APP046261,North America,Mexico,H1B,Paris Consulate,19-11-2019,24-11-2019,5,07-04-2020,140,6,GlobalHire,354,33474,27,Diploma,Y,Y,Denied,0.151,Mexico
APP046262,Asia,Japan,Work (Other),Hyderabad Consulate,06-12-2023,27-12-2023,21,22-03-2024,107,12,FinServ,860,75829,25,Diploma,Y,Y,Approved,0.257,Japan
APP046263,North America,USA,Student (Other),Chicago Consulate,25-08-2024,07-09-2024,13,27-12-2024,124,19,InfoCorp,627,5824,23,Master's,Y,Y,Approved,0.227,USA
APP046264,North America,USA,F1,New York Consulate,17-10-2023,23-10-2023,6,18-01-2024,93,3,MediHealth,1047,17787,20,Bachelor's,Y,Y,Approved,0.121,USA
APP046265,North America,USA,Student (Other),Mumbai Consulate,15-07-2021,03-08-2021,19,17-11-2021,125,4,InfoCorp,574,18925,21,Bachelor's,N,N,Approved,0.13,USA
APP046266,North America,USA,Student (Other),Sydney Consulate,04-11-2020,20-11-2020,16,21-01-2021,78,5,EduWorld,255,6895,23,Bachelor's,Y,Y,Approved,0.207,USA
APP046267,Europe,France,Business,Paris Consulate,02-05-2021,02-05-2021,0,13-05-2021,11,2,TechSolutions,158,11522,24,Master's,N,N,Approved,0.259,France
APP046268,North America,Mexico,Student (Other),Chicago Consulate,24-07-2019,18-08-2019,25,08-11-2019,107,3,TechSolutions,1008,17146,17,Master's,N,N,Approved,0.113,Mexico
APP046269,North America,USA,H1B,Berlin Consulate,24-02-2018,12-03-2018,16,06-08-2018,163,15,TechSolutions,327,104364,41,Bachelor's,N,Y,Approved,0.075,USA
APP046270,Oceania,New Zealand,H1B,Dubai Consulate,02-11-2021,28-11-2021,26,22-03-2022,140,14,N/A,0,0,35,PhD,Y,Y,Approved,0.199,N/A
APP046271,Oceania,Australia,Tourist,Tokyo Consulate,21-04-2024,08-05-2024,17,29-06-2024,69,3,BuildIt,1478,19124,22,Bachelor's,Y,Y,Withdrawn,0.221,Australia
APP046272,Oceania,Australia,L1,San Francisco Consulate,01-02-2024,19-02-2024,18,16-07-2024,166,1,GlobalHire,219,83944,23,Bachelor's,Y,Y,Denied,0.165,Australia
APP046273,North America,Mexico,B1/B2,London Consulate,14-04-2018,21-04-2018,7,19-04-2018,5,0,BuildIt,693,22818,33,Diploma,N,Y,Approved,0.266,Mexico
APP046274,Europe,Netherlands,H4,Paris Consulate,20-10-2022,13-11-2022,24,02-02-2023,105,10,MediHealth,574,12546,31,High School,N,Y,Denied,0.171,Netherlands
APP046275,Oceania,New Zealand,Student (Other),Chennai Consulate,01-08-2024,20-08-2024,19,26-11-2024,117,1,BuildIt,45,3278,23,Master's,Y,Y,Denied,0.256,New Zealand
APP046276,South America,Brazil,F1,Delhi Consulate,20-02-2024,10-03-2024,19,01-05-2024,71,1,GlobalHire,207,14520,22,Bachelor's,N,Y,Approved,0.185,Brazil
APP046277,South America,Argentina,Tourist,Bangalore Consulate,17-02-2019,17-03-2019,28,16-03-2019,27,0,EduWorld,1514,18044,49,Diploma,N,Y,Approved,0.266,Argentina
APP046278,South America,Brazil,B1/B2,Tokyo Consulate,15-10-2018,25-10-2018,10,03-11-2018,19,5,EduWorld,1249,22707,38,Bachelor's,Y,Y,Approved,0.212,Brazil
APP046279,South America,Colombia,B1/B2,Toronto Consulate,07-09-2023,07-09-2023,0,04-10-2023,27,2,FinServ,2081,17827,39,Master's,Y,Y,Approved,0.261,Colombia
APP046280,Europe,Netherlands,Work (Other),Sydney Consulate,23-11-2024,22-12-2024,29,24-02-2025,93,19,FinServ,11224,26026,21,Bachelor's,Y,Y,Approved,0.348,Netherlands
APP046281,Asia,India,L1,Mumbai Consulate,07-04-2019,22-04-2019,15,18-07-2019,102,1,N/A,0,0,37,High School,Y,N,Approved,0.117,N/A
APP046282,Asia,Philippines,Tourist,San Francisco Consulate,06-04-2022,09-04-2022,3,26-06-2022,81,0,BuildIt,493,26721,40,Bachelor's,Y,N,Denied,0.127,Philippines
APP046283,Africa,Ghana,J1,Berlin Consulate,21-02-2023,11-03-2023,18,28-04-2023,66,1,N/A,0,0,33,Bachelor's,N,N,Withdrawn,0.266,N/A
APP046284,South America,Colombia,H1B,Chennai Consulate,13-05-2020,03-06-2020,21,09-10-2020,149,0,TechSolutions,227,42404,32,Bachelor's,Y,N,Approved,0.051,Colombia
APP046285,Oceania,New Zealand,Family,Berlin Consulate,10-12-2018,02-01-2019,23,18-03-2019,98,2,InfoCorp,1160,12113,36,Diploma,Y,N,Denied,0.32,New Zealand
APP046286,Europe,France,H4,Dubai Consulate,30-11-2018,08-12-2018,8,28-02-2019,90,1,InfoCorp,89,5767,25,Master's,N,Y,Withdrawn,0.171,France
APP046287,South America,Argentina,B1/B2,Toronto Consulate,08-06-2018,26-06-2018,18,20-07-2018,42,3,InfoCorp,434,17729,30,Bachelor's,N,N,Denied,0.196,Argentina
APP046288,North America,USA,L1,Sydney Consulate,13-12-2022,24-12-2022,11,11-04-2023,119,17,MediHealth,985,81612,31,High School,N,Y,Approved,0.096,USA
APP046289,South America,Chile,F1,Toronto Consulate,27-03-2024,04-04-2024,8,28-06-2024,93,4,TechSolutions,223,3557,23,Bachelor's,Y,Y,Denied,0.159,Chile
APP046290,Oceania,Australia,Work (Other),New York Consulate,08-09-2018,02-10-2018,24,18-12-2018,101,5,N/A,0,0,30,PhD,Y,Y,Approved,0.259,N/A
APP046291,Oceania,New Zealand,Business,Chennai Consulate,29-10-2022,04-12-2022,36,27-12-2022,59,2,FinServ,149,15107,27,Diploma,N,N,Withdrawn,0.143,New Zealand
APP046292,South America,Argentina,Work (Other),Mumbai Consulate,08-01-2025,20-01-2025,12,25-02-2025,48,1,GlobalHire,388,34652,32,Master's,N,N,Denied,0.208,Argentina
APP046293,South America,Chile,Work (Other),Sydney Consulate,03-03-2018,25-03-2018,22,11-06-2018,100,6,MediHealth,933,34932,22,Master's,Y,Y,Approved,0.227,Chile
APP046294,South America,Chile,H1B,Chennai Consulate,20-11-2020,02-12-2020,12,27-02-2021,99,1,EduWorld,113,38715,31,Master's,Y,N,Approved,0.226,Chile
APP046295,Africa,Ghana,L1,New York Consulate,03-12-2021,06-12-2021,3,14-03-2022,101,4,FinServ,187,6106,34,Bachelor's,Y,N,Approved,0.147,Ghana
APP046296,South America,Brazil,Family,Dubai Consulate,21-06-2021,21-07-2021,30,17-10-2021,118,4,EduWorld,181,18733,24,Master's,N,N,Approved,0.1,Brazil
APP046297,South America,Brazil,F1,Mumbai Consulate,18-03-2024,06-04-2024,19,16-06-2024,90,17,InfoCorp,155,8413,19,Diploma,Y,N,Approved,0.187,Brazil
APP046298,North America,Mexico,Student (Other),Dubai Consulate,14-03-2023,28-03-2023,14,12-07-2023,120,18,N/A,0,0,18,Bachelor's,Y,Y,Approved,0.256,N/A
APP046299,Asia,UAE,L1,Berlin Consulate,24-02-2018,12-03-2018,16,13-07-2018,139,6,BuildIt,2287,12050,32,Master's,N,Y,Approved,0.063,UAE
APP046300,Europe,Spain,H1B,Berlin Consulate,18-05-2025,08-06-2025,21,13-10-2025,148,0,EduWorld,833,17407,27,Bachelor's,Y,Y,Approved,0.231,Spain
APP046301,Oceania,New Zealand,Family,Hyderabad Consulate,15-01-2023,02-02-2023,18,15-03-2023,59,0,TechSolutions,2748,22794,20,Diploma,N,Y,Approved,0.179,New Zealand
APP046302,Asia,India,H4,Chennai Consulate,09-02-2021,09-02-2021,0,12-05-2021,92,6,BuildIt,101,27049,18,Bachelor's,Y,N,Approved,0.155,India
APP046303,Africa,Kenya,Tourist,Delhi Consulate,30-11-2023,07-12-2023,7,15-12-2023,15,8,N/A,0,0,38,Master's,N,N,Approved,0.194,N/A
APP046304,Europe,Spain,Tourist,Bangalore Consulate,19-08-2024,27-08-2024,8,26-09-2024,38,2,EduWorld,84,23599,48,High School,Y,Y,Approved,0.536,Spain
APP046305,Oceania,New Zealand,Work (Other),Bangalore Consulate,19-10-2021,08-11-2021,20,13-02-2022,117,8,InfoCorp,78,46833,34,High School,Y,Y,Approved,0.111,New Zealand
APP046306,North America,Canada,H4,Delhi Consulate,18-01-2023,01-02-2023,14,05-04-2023,77,3,MediHealth,368,4090,40,Master's,N,N,Approved,0.155,Canada
APP046307,Africa,South Africa,H1B,Paris Consulate,27-03-2021,10-04-2021,14,07-08-2021,133,7,GlobalHire,301,56559,25,Master's,N,Y,Approved,0.135,South Africa
APP046308,Asia,China,H4,Berlin Consulate,20-10-2022,20-10-2022,0,13-01-2023,85,0,FinServ,186,24809,38,Diploma,N,Y,Approved,0.193,China
APP046309,Europe,Spain,Family,Chicago Consulate,06-03-2019,21-03-2019,15,03-06-2019,89,6,EduWorld,50,21137,30,Bachelor's,N,Y,Approved,0.126,Spain
APP046310,North America,Mexico,Work (Other),Bangalore Consulate,07-03-2021,29-03-2021,22,02-07-2021,117,0,InfoCorp,441,1000,34,Bachelor's,Y,Y,Denied,0.166,Mexico
APP046311,Oceania,New Zealand,B1/B2,Chennai Consulate,25-11-2022,01-12-2022,6,18-12-2022,23,14,MediHealth,537,21134,41,Bachelor's,Y,N,Approved,0.291,New Zealand
APP046312,Europe,UK,Work (Other),Dubai Consulate,30-10-2018,04-11-2018,5,21-01-2019,83,2,TechSolutions,658,89965,34,Bachelor's,Y,N,Approved,0.187,UK
APP046313,South America,Chile,Work (Other),New York Consulate,18-09-2020,23-10-2020,35,20-01-2021,124,1,TechSolutions,289,57626,29,PhD,Y,Y,Approved,0.097,Chile
APP046314,Oceania,New Zealand,J1,Berlin Consulate,18-04-2021,29-04-2021,11,21-06-2021,64,2,N/A,0,0,27,Diploma,Y,Y,Withdrawn,0.179,N/A
APP046315,South America,Chile,B1/B2,San Francisco Consulate,15-09-2021,22-09-2021,7,18-09-2021,3,0,GlobalHire,1348,29874,32,PhD,Y,Y,Approved,0.292,Chile
APP046316,South America,Argentina,Student (Other),Delhi Consulate,09-06-2021,09-06-2021,0,23-09-2021,106,5,EduWorld,477,7143,25,High School,Y,Y,Approved,0.118,Argentina
APP046317,Europe,UK,Work (Other),Bangalore Consulate,06-02-2021,17-02-2021,11,12-05-2021,95,1,FinServ,617,50643,37,PhD,N,N,Approved,0.198,UK
APP046318,Africa,Egypt,Business,Berlin Consulate,21-04-2023,02-05-2023,11,25-05-2023,34,7,BuildIt,269,15100,33,Bachelor's,N,Y,Approved,0.268,Egypt
APP046319,Africa,Egypt,H1B,Berlin Consulate,06-05-2025,21-05-2025,15,12-10-2025,159,2,FinServ,173,43123,30,Bachelor's,Y,Y,Denied,0.134,Egypt
APP046320,South America,Argentina,Family,Hyderabad Consulate,23-12-2019,07-01-2020,15,18-03-2020,86,1,InfoCorp,290,18419,33,Diploma,N,Y,Approved,0.174,Argentina
APP046321,South America,Chile,J1,London Consulate,05-01-2018,28-01-2018,23,26-01-2018,21,2,N/A,0,0,30,Master's,Y,N,Approved,0.28,N/A
APP046322,Africa,South Africa,Family,Tokyo Consulate,16-02-2025,16-02-2025,0,01-05-2025,74,6,EduWorld,829,7935,45,Bachelor's,Y,N,Approved,0.19,South Africa
APP046323,Asia,Pakistan,B1/B2,Berlin Consulate,19-12-2021,10-01-2022,22,13-01-2022,25,4,MediHealth,211,29866,30,Master's,N,Y,Approved,0.224,Pakistan
APP046324,Africa,Egypt,J1,Chennai Consulate,24-09-2021,27-10-2021,33,11-11-2021,48,3,InfoCorp,136,28071,18,Master's,Y,Y,Approved,0.257,Egypt
APP046325,North America,Mexico,Business,New York Consulate,29-03-2021,03-04-2021,5,02-05-2021,34,17,TechSolutions,576,22909,26,Master's,Y,Y,Approved,0.174,Mexico
APP046326,Asia,UAE,Tourist,Dubai Consulate,17-08-2023,20-08-2023,3,12-09-2023,26,0,N/A,0,0,38,High School,Y,N,Approved,0.185,N/A
APP046327,North America,Canada,Student (Other),Paris Consulate,26-02-2020,08-03-2020,11,03-05-2020,67,0,MediHealth,702,2853,27,Diploma,Y,Y,Approved,0.172,Canada
APP046328,South America,Argentina,H4,San Francisco Consulate,21-04-2018,21-04-2018,0,28-06-2018,68,10,EduWorld,416,11041,18,Bachelor's,Y,Y,Approved,0.304,Argentina
APP046329,Oceania,New Zealand,J1,Berlin Consulate,09-11-2020,27-11-2020,18,02-01-2021,54,4,MediHealth,466,14562,33,Bachelor's,Y,Y,Approved,0.253,New Zealand
APP046330,Oceania,New Zealand,Student (Other),New York Consulate,24-05-2018,20-06-2018,27,17-07-2018,54,6,EduWorld,1471,8019,20,Bachelor's,Y,N,Approved,0.188,New Zealand
APP046331,South America,Colombia,B1/B2,New York Consulate,14-04-2025,12-05-2025,28,03-07-2025,80,8,FinServ,3940,17379,38,Bachelor's,Y,Y,Denied,0.253,Colombia
APP046332,Europe,UK,Tourist,London Consulate,03-08-2022,12-08-2022,9,01-10-2022,59,3,EduWorld,103,16091,40,Bachelor's,N,Y,Approved,0.243,UK
APP046333,Asia,Japan,J1,Tokyo Consulate,11-12-2020,31-12-2020,20,24-01-2021,44,3,BuildIt,59,18672,29,Bachelor's,N,Y,Approved,0.227,Japan
APP046334,North America,Canada,H4,Tokyo Consulate,02-01-2025,10-01-2025,8,07-03-2025,64,6,GlobalHire,913,17036,28,Master's,N,Y,Approved,0.203,Canada
APP046335,North America,Mexico,Tourist,Chicago Consulate,30-07-2023,19-08-2023,20,04-09-2023,36,3,TechSolutions,576,20268,46,Bachelor's,Y,N,Approved,0.169,Mexico
APP046336,North America,Mexico,Tourist,Mumbai Consulate,20-01-2019,20-02-2019,31,19-03-2019,58,4,TechSolutions,237,19022,36,Master's,Y,N,Approved,0.302,Mexico
APP046337,North America,Mexico,Business,Mumbai Consulate,07-10-2022,24-10-2022,17,22-10-2022,15,1,InfoCorp,223,25388,38,Bachelor's,Y,Y,Approved,0.273,Mexico
APP046338,Oceania,New Zealand,F1,Tokyo Consulate,18-09-2020,09-10-2020,21,25-12-2020,98,13,BuildIt,551,11355,17,Bachelor's,N,Y,Approved,0.135,New Zealand
APP046339,Europe,UK,H4,Paris Consulate,03-02-2022,11-02-2022,8,28-04-2022,84,5,InfoCorp,196,13290,19,Master's,Y,Y,Approved,0.137,UK
APP046340,South America,Chile,Tourist,Tokyo Consulate,14-05-2024,14-05-2024,0,15-06-2024,32,0,N/A,0,0,30,Master's,Y,N,Approved,0.32,N/A
APP046341,Africa,Nigeria,J1,Tokyo Consulate,04-08-2023,04-08-2023,0,18-09-2023,45,0,InfoCorp,226,28093,36,Diploma,Y,N,Approved,0.176,Nigeria
APP046342,South America,Chile,Tourist,Chicago Consulate,03-12-2024,04-12-2024,1,26-01-2025,54,6,BuildIt,577,20632,18,Master's,Y,Y,Approved,0.237,Chile
APP046343,Asia,India,Business,Dubai Consulate,29-04-2020,14-05-2020,15,27-06-2020,59,4,N/A,0,0,36,Bachelor's,Y,Y,Approved,0.24,N/A
APP046344,South America,Brazil,L1,San Francisco Consulate,08-05-2018,11-05-2018,3,16-08-2018,100,0,TechSolutions,107,72952,23,Bachelor's,N,N,Approved,0.126,Brazil
APP046345,Europe,Germany,F1,Hyderabad Consulate,18-07-2018,22-07-2018,4,14-10-2018,88,0,TechSolutions,1537,12130,22,Bachelor's,Y,N,Approved,0.141,Germany
APP046346,North America,Mexico,Business,Bangalore Consulate,26-09-2020,21-10-2020,25,28-10-2020,32,0,BuildIt,264,23498,35,Diploma,Y,N,Approved,0.215,Mexico
APP046347,South America,Brazil,Business,Toronto Consulate,28-05-2019,28-05-2019,0,22-06-2019,25,3,TechSolutions,163,11691,18,Bachelor's,Y,Y,Approved,0.218,Brazil
APP046348,South America,Chile,H1B,Chennai Consulate,09-12-2024,25-12-2024,16,22-04-2025,134,2,BuildIt,1123,46960,37,Bachelor's,Y,Y,Approved,0.166,Chile
APP046349,Asia,Japan,L1,Dubai Consulate,02-12-2021,17-12-2021,15,27-02-2022,87,0,EduWorld,876,64214,33,Bachelor's,Y,N,Approved,0.195,Japan
APP046350,South America,Brazil,B1/B2,Berlin Consulate,01-08-2018,04-09-2018,34,04-08-2018,3,0,MediHealth,2839,30762,43,Diploma,Y,Y,Approved,0.243,Brazil
APP046351,North America,USA,Work (Other),Bangalore Consulate,06-04-2019,19-04-2019,13,30-07-2019,115,1,FinServ,122,33042,40,Bachelor's,N,N,Approved,0.151,USA
APP046352,Africa,Kenya,Student (Other),Sydney Consulate,09-01-2021,29-01-2021,20,07-04-2021,88,1,MediHealth,166,9953,19,Bachelor's,Y,N,Approved,0.24,Kenya
APP046353,South America,Colombia,Student (Other),Delhi Consulate,16-03-2023,15-04-2023,30,10-06-2023,86,7,InfoCorp,28,12151,18,PhD,Y,N,Approved,0.233,Colombia
APP046354,Europe,Poland,Business,Sydney Consulate,18-04-2025,18-04-2025,0,25-05-2025,37,2,FinServ,97,22807,18,High School,Y,Y,Approved,0.196,Poland
APP046355,Asia,China,Business,Mumbai Consulate,13-09-2018,01-10-2018,18,07-10-2018,24,4,EduWorld,398,14262,33,Bachelor's,Y,N,Withdrawn,0.245,China
APP046356,South America,Colombia,Student (Other),Chennai Consulate,26-12-2023,06-01-2024,11,22-03-2024,87,16,InfoCorp,947,7243,25,Bachelor's,N,Y,Approved,0.119,Colombia
APP046357,Africa,Ghana,H4,Toronto Consulate,21-09-2024,14-10-2024,23,30-10-2024,39,2,FinServ,155,27343,30,High School,Y,Y,Approved,0.254,Ghana
APP046358,Asia,Bangladesh,L1,Delhi Consulate,11-11-2021,02-12-2021,21,12-03-2022,121,3,MediHealth,118,46471,23,Bachelor's,Y,Y,Approved,0.13,Bangladesh
APP046359,South America,Chile,J1,Sydney Consulate,08-09-2021,17-09-2021,9,15-12-2021,98,5,MediHealth,377,13719,22,Bachelor's,N,Y,Approved,0.123,Chile
APP046360,Asia,China,Student (Other),Chennai Consulate,18-10-2018,03-11-2018,16,28-01-2019,102,8,EduWorld,319,9724,27,PhD,Y,N,Withdrawn,0.15,China
APP046361,North America,Mexico,Business,Hyderabad Consulate,02-02-2023,28-02-2023,26,24-02-2023,22,1,MediHealth,143,20166,33,Bachelor's,Y,Y,Approved,0.282,Mexico
APP046362,Oceania,Australia,Business,Berlin Consulate,22-02-2020,22-02-2020,0,06-03-2020,13,10,EduWorld,903,25711,38,Bachelor's,Y,N,Approved,0.213,Australia
APP046363,Asia,China,Tourist,Bangalore Consulate,31-08-2019,23-09-2019,23,07-10-2019,37,13,MediHealth,1377,18838,32,Bachelor's,Y,Y,Approved,0.223,China
APP046364,Europe,Poland,Business,Hyderabad Consulate,06-02-2024,20-02-2024,14,21-03-2024,44,4,EduWorld,413,13615,18,High School,Y,Y,Approved,0.225,Poland
APP046365,Europe,Italy,Tourist,Delhi Consulate,19-08-2023,26-08-2023,7,05-09-2023,17,14,MediHealth,252,20340,46,Master's,Y,Y,Approved,0.257,Italy
APP046366,Asia,Pakistan,J1,Dubai Consulate,02-10-2020,19-10-2020,17,16-11-2020,45,3,N/A,0,0,24,PhD,Y,Y,Approved,0.191,N/A
APP046367,Africa,Nigeria,J1,San Francisco Consulate,21-02-2024,06-03-2024,14,25-03-2024,33,0,EduWorld,959,33995,18,Bachelor's,N,Y,Approved,0.285,Nigeria
APP046368,Asia,Pakistan,H4,London Consulate,06-08-2024,24-08-2024,18,04-09-2024,29,0,N/A,0,0,39,Master's,Y,N,Approved,0.228,N/A
APP046369,North America,Mexico,Student (Other),Tokyo Consulate,15-07-2018,03-08-2018,19,29-09-2018,76,1,EduWorld,243,9210,20,Master's,Y,N,Approved,0.231,Mexico
APP046370,Oceania,New Zealand,H1B,Bangalore Consulate,08-03-2022,22-03-2022,14,17-07-2022,131,5,MediHealth,228,67640,30,Master's,N,Y,Approved,0.142,New Zealand
APP046371,Africa,Ghana,H4,New York Consulate,31-08-2022,13-09-2022,13,14-10-2022,44,4,TechSolutions,410,21965,35,Bachelor's,Y,N,Approved,0.351,Ghana
APP046372,Oceania,New Zealand,Tourist,San Francisco Consulate,19-09-2019,19-09-2019,0,18-12-2019,90,25,BuildIt,1045,14138,35,Master's,N,N,Denied,0.187,New Zealand
APP046373,South America,Colombia,B1/B2,Chennai Consulate,09-09-2019,24-09-2019,15,22-09-2019,13,5,TechSolutions,173,31955,31,Master's,Y,Y,Approved,0.193,Colombia
APP046374,Oceania,New Zealand,H1B,Chennai Consulate,29-04-2019,17-05-2019,18,22-09-2019,146,11,GlobalHire,215,54139,42,Master's,Y,Y,Approved,0.229,New Zealand
APP046375,Africa,Kenya,J1,London Consulate,02-03-2022,05-03-2022,3,15-04-2022,44,3,MediHealth,552,8688,26,Master's,N,Y,Approved,0.248,Kenya
APP046376,North America,Mexico,Family,Paris Consulate,12-12-2022,31-12-2022,19,16-04-2023,125,0,MediHealth,72,14247,18,Master's,N,N,Denied,0.158,Mexico
APP046377,Asia,UAE,L1,London Consulate,07-07-2022,24-07-2022,17,02-10-2022,87,5,GlobalHire,331,41878,39,High School,Y,N,Approved,0.153,UAE
APP046378,South America,Brazil,J1,Chicago Consulate,12-03-2021,26-03-2021,14,31-05-2021,80,8,FinServ,799,21537,31,Bachelor's,Y,N,Approved,0.205,Brazil
APP046379,South America,Colombia,B1/B2,Mumbai Consulate,23-12-2022,02-01-2023,10,08-02-2023,47,4,TechSolutions,169,27025,35,Bachelor's,Y,Y,Denied,0.241,Colombia
APP046380,Asia,Pakistan,F1,Delhi Consulate,24-07-2021,08-08-2021,15,30-11-2021,129,0,TechSolutions,571,4272,24,PhD,Y,Y,Approved,0.082,Pakistan
APP046381,North America,Canada,H4,London Consulate,19-07-2021,28-07-2021,9,21-09-2021,64,0,GlobalHire,187,12513,27,Bachelor's,Y,Y,Withdrawn,0.174,Canada
APP046382,North America,USA,Tourist,Sydney Consulate,24-07-2024,14-08-2024,21,27-07-2024,3,0,InfoCorp,1286,17621,37,Master's,N,N,Approved,0.274,USA
